id,cons_last_month,date_activ,date_end,has_gas,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,churn
7287dad2f1f535d03435ea7c78b557c4,1100,2009-10-01,2016-10-01,f,20.0,20.0,1,94.01,6,15.01,0
26c7bba7d51f86a16109de505bcd4f52,164355,2010-09-20,2016-09-20,t,43.44,43.44,2,487.42,5,29.0,0
44e826a55734d0ca5eeafcae0e991a75,0,2009-07-07,2016-07-07,f,18.62,18.62,2,1.27,7,13.2,1
4bffd9d74bfb770ef7763e8e4e88dfc3,0,2011-12-14,2016-08-06,f,27.96,27.96,2,19.0,4,10.392,0
2d9d0546d83c60ed3d5728d744d65c40,0,2012-07-03,2016-07-03,f,17.45,17.45,1,243.99,4,13.856,0
79d29481ee261caf08387bcef9e4346d,4159,2012-10-10,2016-10-10,f,10.16,10.16,1,477.42,3,30.45,0
044d071a5dbc2668cddad4f2b28c91d1,3407,2005-03-28,2016-03-28,f,44.64,44.64,1,407.98,11,33.0,0
af87b64523cf1f4f4a681e2cc44c8629,3538,2011-11-04,2016-11-04,f,3.72,3.72,1,505.47,4,19.8,0
9403f3f9ff06ec9e49db8255ede2b098,218619,2011-06-22,2016-06-22,f,21.52,21.52,1,50.38,5,13.2,0
51a7edcf29ed04830da6b3ee79f9e508,0,2010-03-12,2016-03-12,f,60.39,60.39,1,111.64,6,26.6,0
d9260de11c54a215fa7363f603bbeaf6,794,2010-06-08,2016-06-08,f,24.4,24.4,1,50.71,6,15.0,0
a853b52e3992aa2df0870fe42d843a65,0,2011-11-23,2016-11-23,f,17.13,17.13,1,86.43,4,10.392,0
91607f6e0ed7143ab1a5b2abc20f1c00,312684,2012-09-01,2016-09-01,f,11.95,11.95,1,279.26,3,13.85,0
757ea31873662fe77d60e8c4f736a1ec,1592,2012-03-01,2016-09-20,f,29.5,29.5,1,30.9,4,13.856,0
d53f9011d82ed1f4850d0d312d04468b,0,2012-06-25,2016-07-09,f,14.64,14.64,1,64.34,4,10.392,0
af47b8ea9a596c200ee39128a95738f9,0,2011-01-10,2016-02-29,f,23.4,23.4,1,156.21,5,10.392,0
f8943edfeb1783f3793d3abc6305c1e3,0,2011-03-15,2016-03-15,f,30.22,30.22,1,0.88,5,13.2,0
adfec8a906dfa5c6d836231e65825539,7546,2012-04-04,2016-04-04,f,32.1,32.1,1,416.74,4,26.61,0
34f2d4431b7db25cd660b098acf3d3a0,3319,2009-08-01,2016-08-01,f,12.36,12.36,1,311.76,6,19.8,0
cdcc2c363d5b34232082cee78776e59e,0,2010-11-18,2016-11-18,f,24.33,24.33,1,80.3,5,13.86,0
b96aa3a8655203318c6b853dbdb0ceb7,6094,2010-01-15,2016-02-14,f,32.88,32.88,1,719.37,6,33.0,1
54a77b7ec412ca7133750d2cb2a24096,2237,2010-11-17,2016-11-17,f,9.93,9.93,1,234.39,5,52.5,0
0f7487e3c557be9c77570e11ce572454,124,2011-03-05,2016-03-05,f,108.9,108.9,1,10.32,5,48.0,0
17e84c1bc19211777dfbb1cca8af94fc,40551,2013-06-22,2016-10-09,f,11.04,11.04,1,372.55,3,33.0,0
b664719a6cbb1966d9987c3f6ec6d209,951,2012-03-13,2016-03-13,f,36.22,36.22,1,137.56,4,20.0,0
d8e589d515b7c905bb73eece1d8781d8,0,2013-04-09,2016-04-09,f,19.28,19.28,1,301.91,3,10.392,1
a20ef5d293e20e3d9e9f60cf2be3ce63,53135,2010-12-20,2016-12-20,f,4.46,4.46,1,364.43,5,100.0,0
413f4bf21686876dd0d9a2bf0cc5ba1f,1542,2012-05-28,2016-05-28,f,27.69,27.69,1,111.5,4,15.0,0
3bd97d79feb083b315baa9545c76c84d,79977,2011-12-17,2016-12-17,f,2.46,2.46,1,172.91,4,19.72,1
cb5171895e4a15e2c72cbbd7cf054cbf,1105,2011-05-26,2016-04-01,f,37.56,37.56,1,864.94,5,12.5,0
b50576e9fd15d9fa7e550be0f19fbf9e,18860,2011-01-06,2017-01-06,f,16.32,16.32,1,677.58,5,16.4,0
063acc614e176cf9edb486d267a90097,17754,2010-04-10,2016-04-10,t,35.81,35.81,3,580.06,6,40.0,0
cd2ac5886d344c93b3a2358e4604e1fe,7891,2011-12-02,2016-12-02,t,0.7999999999999989,0.7999999999999989,4,396.63,4,17.25,0
78b67084b27f0d33429985d7a1fd6258,0,2013-01-08,2017-01-08,f,34.68,34.68,1,49.0,3,13.856,0
ac9b40690cdc78263fecc452bd92c227,829,2010-01-28,2016-01-28,f,51.96,51.96,1,45.47,6,20.785,0
4d4a8d5a884e49e2a8f7994b21a3cb18,0,2011-06-09,2016-06-09,f,21.52,21.52,1,0.16,5,13.2,0
d26bcf1a3e3f6252b9812903f402dcf1,0,2011-03-08,2016-03-08,f,23.76,23.76,1,82.52,5,10.392,0
d44fcb35df8f88e9032ad52678d060a3,120936,2011-06-14,2016-06-14,t,47.0,47.0,2,14.59,5,29.7,0
327e887296aa77019b4954c6bb0a8cc3,2000,2010-01-12,2016-02-09,t,24.72,24.72,2,183.25,6,16.5,0
6f062ee9f3f8b2a404078abb4cd85510,0,2012-06-11,2016-06-11,f,22.52,22.52,1,35.96,4,13.856,0
9cdfb70886ecb55f8a8620af8a99a722,7895,2009-09-09,2016-09-09,t,14.94,14.94,2,848.79,6,55.0,0
d8711ce9aef0a42cf24b1e65da32fe3f,0,2009-12-01,2016-12-01,f,20.54,20.54,1,20.73,6,10.392,0
215fcb61cd9905b5e605b292666975d9,3764,2013-03-22,2016-03-22,t,22.44,22.44,2,530.16,3,15.001,1
33e5a46305e282aef856ef00fee02e2c,4898,2012-09-14,2016-02-04,t,19.92,19.92,2,571.66,3,20.0,0
270835591aad4b5231d23fb7bdcd3bcf,1116,2010-01-21,2017-01-21,f,34.68,34.68,1,101.81,6,13.856,0
d766f436878bdf7c211ad1546e4357e9,0,2011-11-23,2016-11-23,f,22.89,22.89,1,102.08,4,13.856,0
38ff1f75487719c54ba3d4a46f9ee244,1466,2010-12-08,2016-12-08,t,60.84,60.84,3,66.87,5,25.0,0
a29ad433a1585b364e5485ec55b6bbc3,0,2010-01-01,2017-01-01,f,37.56,37.56,1,45.07,6,15.0,0
be272db990d3604a49a54887dfa904f4,3227,2009-07-14,2016-07-14,f,14.57,14.57,1,59.82,7,10.35,0
6187a71186583ed2457d182b00b632c5,4700,2013-03-16,2016-03-16,f,29.76,29.76,1,134.5,3,14.49,0
6ae7e4a3bdf96abb7783b342378ca5fc,0,2010-09-15,2016-09-15,f,10.08,10.08,1,47.33,5,10.392,0
cfc1377e09c9866fae771bb4180f026a,668,2010-07-09,2016-07-09,f,15.5,15.5,1,59.37,6,11.0,0
d4a84ff4ec620151ef05bdef0cf27eab,1474,2009-08-01,2016-08-01,f,12.9,12.9,1,181.75,6,20.7,0
1d4a665170914d996d3fb78069495516,0,2012-10-24,2016-11-18,f,4.83,4.83,2,122.17,3,10.35,1
e91f386614c13becdf81cc47fadfa2a2,64,2012-03-13,2016-03-13,f,37.39,37.39,1,21.87,4,16.5,0
b5159f09fc3592f49048683fb75629da,4095,2012-03-10,2016-03-10,f,23.66,23.66,1,544.49,4,26.4,0
c0465e0147cc1faf14e8793a14c92cd2,3598,2010-09-04,2016-09-04,f,23.99,23.99,1,295.02,5,50.0,0
3c52cd186c318638296ed093e9cdf412,5925,2012-04-04,2016-04-04,f,25.44,25.44,1,428.99,4,21.04,1
0acfc92892cc39bb48fb3398a8cda11f,0,2010-06-30,2016-06-10,f,27.52,27.52,1,112.04,6,13.3,0
f1f24e9f048478c6d41fa05795b1d424,21,2010-04-27,2016-04-27,t,42.48,42.48,2,2.43,6,17.0,1
471f25ae25f8c42dbfae0bc1e76c1cd3,0,2012-02-03,2016-02-27,f,48.6,48.6,1,27.83,4,13.856,0
e0b40169a9075474ca8bddab6d490484,0,2012-04-12,2016-04-12,f,21.48,21.48,1,63.75,4,10.392,0
3133a89333b09b9eaf541818eabf5c93,0,2010-07-21,2016-07-21,f,17.62,17.62,1,53.89,6,12.5,0
9d566b80c46439fb4fa5d9c8eaa51f7e,911,2010-01-11,2016-03-09,f,37.39,37.39,1,87.02,6,16.5,0
c30e2e4d0abce6b4db1d0280778d04d4,1114,2012-01-24,2017-01-24,f,26.04,26.04,1,94.42,4,10.392,0
599a07e92a3980ae637d36cd6111045f,177,2010-02-17,2016-02-17,f,26.04,26.04,1,16.97,6,10.392,0
ac9033ee1d6056f4ac827d79bedcc72d,936,2011-01-01,2017-01-01,f,34.68,34.68,1,121.33,5,13.84,0
900937b8062eaec84aa1e5f16cdfe57d,1807,2012-03-03,2016-03-03,f,31.32,31.32,1,156.02,4,17.320999999999998,0
99158224050f70b152be49f14f86686b,1513,2012-04-18,2016-04-18,f,32.48,32.48,1,159.02,4,20.0,0
6a4526450ca4ee8a2cd6709b2a627c8d,2037,2009-07-02,2016-07-02,f,18.62,18.62,1,108.67,7,13.2,0
da81ccd181f3283287a174f4eca547de,9573,2011-09-30,2016-09-30,t,10.84,10.84,2,362.56,4,12.5,0
bd265cf7f018d2bea11e0cae69b493f1,0,2009-09-29,2016-09-29,f,10.03,10.03,1,21.2,6,10.35,0
2c8177dd04a8d4760c8ae4630d5db435,66423,2010-05-01,2016-05-01,f,19.2,19.2,1,107.14,6,10.392,0
3beb7a9262b1e77bdd8520a546e7a579,391,2013-04-29,2016-04-29,f,30.98,30.98,1,35.18,3,15.0,0
7e6b8140b261e49bd1f6bfa03266355d,365,2009-11-06,2016-11-06,f,18.99,18.99,1,70.63,6,11.504,0
8a03a1cb07e0c84dc84f9832eae4d23f,4168,2010-02-24,2016-02-23,f,18.96,18.96,1,447.52,6,19.0,0
fdfe279dd0446c30e15ecfab16b9002b,0,2012-06-18,2016-10-18,f,18.12,18.12,1,52.79,4,10.4,0
cf6526ff2524fb9a3663f8fca1bdf6c3,0,2009-11-10,2016-11-10,f,28.02,28.02,1,26.77,6,13.856,0
882b924b96a0a422a5930cc87673051e,341,2012-02-07,2016-02-25,f,46.32,46.32,1,17.49,4,13.2,0
0b0da18e644bac389ba02ab23e1487ed,800,2011-09-10,2016-09-14,f,25.46,25.46,1,67.31,4,17.2,1
88cb009b746ab1b9a55dc5efcd1cc733,0,2010-07-02,2016-07-02,f,35.59,35.59,1,0.11,6,26.3,0
778ddcb8f3092f5b501e7ae19ce228f3,237044,2010-05-18,2016-05-18,f,21.24,21.24,1,123.56,6,11.5,0
0019baf3ed1242cd99b3cb592030446f,150,2013-01-21,2017-01-21,f,197.28,197.28,1,65.99,3,13.15,1
616018ccf121480488737b3823361d1a,357,2013-06-17,2016-06-17,t,29.85,29.85,2,48.81,3,16.5,0
c84ec3bd5e20182784b1b971be72c299,0,2011-04-18,2016-04-18,t,27.32,27.32,3,141.34,5,13.2,0
d263e956a4b3d8522299e10714087894,2741,2012-08-17,2016-08-17,t,11.7,11.7,2,152.17,3,11.0,0
2c75c74a7c0f2651b3ae5ec830c34b8f,310,2009-11-11,2016-11-11,f,28.02,28.02,1,21.61,6,13.856,0
30056ab231d545b01bf64a4afee54001,0,2012-07-30,2016-07-30,f,17.62,17.62,1,86.03,4,12.5,0
f1bc4ec5aa7efda1226655623274648a,0,2009-09-17,2016-09-17,f,12.82,12.82,1,29.17,6,13.2,0
cfe53ea9433504883086fc113f19bf3d,131,2009-10-22,2016-10-25,f,37.44,37.44,1,3.28,6,15.001,1
2377643ffe1711ed3a6f107d6846aa22,0,2010-10-26,2016-10-25,f,26.2,26.2,1,50.78,5,15.0,0
0d933e7fe322dea60b3a4e9dfbfee9d8,5111,2012-10-03,2016-10-03,f,5.76,5.76,1,527.27,3,17.320999999999998,0
bf3c67d9664f3459e6e04e607a507e64,0,2009-08-01,2016-08-01,t,14.7,14.7,2,194.14,6,13.856,0
987a0a5e856d2185db60c718da435160,65016,2010-05-13,2016-05-13,t,17.22,17.22,2,165.61,6,10.392,0
085b7eec474bd25f8140577833f0a6ac,7612,2011-12-07,2016-12-07,f,2.8,2.8,1,294.93,4,10.392,0
4c14c36a57ab73b4b800fc995d3beb73,6003,2012-05-28,2016-05-28,f,21.81,21.81,1,454.73,4,13.15,0
373fb825c489645f221952db53e35a60,2740,2009-09-04,2016-09-04,f,10.08,10.08,1,98.01,6,10.392,0
c94671d9f76a07fe541480bc62edb60a,0,2011-04-08,2016-04-08,t,27.32,27.32,3,49.33,5,13.2,0
8dcf72174797ae1837d423396bbb7e98,218019,2010-07-01,2016-07-01,f,16.66,16.66,1,453.85,6,13.2,0
b80d271d99d6f7196ef6b591cc99930c,0,2009-12-07,2016-12-07,f,15.12,15.12,1,84.58,6,13.2,0
3c4ee938001975a4d07cf27a54de433c,3197,2010-01-22,2017-01-22,f,40.8,40.8,1,141.86,6,20.4,0
054a060473c4f11a08dcdb183f9be82d,131,2009-11-03,2016-03-17,f,43.8,43.8,2,18.55,6,12.5,0
5e8b2c437090e22ffe168d19c3aa79eb,29580,2010-06-03,2016-06-03,f,22.44,22.44,1,83.38,6,13.8,0
6c13700b7435b2547163d04008bf3975,0,2009-12-02,2016-12-02,f,20.54,20.54,1,34.12,6,10.392,0
f451b7678fe549050ed1df7e41a57f1d,1477,2004-03-30,2016-03-30,f,94.2,94.2,1,105.37,12,37.71,0
839492301e7c2d24c02c89315f307e39,62,2012-01-20,2016-08-26,f,26.04,26.04,1,30.35,4,10.392,1
408e0c75cd8f58197c06edb73428bb0d,289924,2012-02-01,2016-02-01,t,24.0,24.0,2,387.56,4,16.0,0
6179f9b2f03fe9aaceb4f82e67d0842a,0,2011-05-05,2016-05-05,f,31.26,31.26,1,0.0,5,17.25,0
08c71e940a19496b078df652dcaa3e98,0,2010-04-06,2016-04-06,f,21.38,21.38,1,31.06,6,10.35,0
1eb6d6268118c75576a55f49a66b8c57,0,2009-12-29,2016-12-29,f,19.52,19.52,1,57.34,6,12.5,0
9c19c00c6d3dc0b8ad7a180c6ca03672,0,2009-10-14,2016-10-14,f,18.12,18.12,1,88.02,6,10.392,0
cf8c5db0c02e3f92592daccba41c918c,4444,2012-04-27,2016-03-23,t,144.35,144.35,2,606.29,4,43.6,0
913bb512f7ca698b02149c9189c7c606,0,2013-05-16,2016-05-16,f,23.4,23.4,1,322.93,3,22.0,0
6813b5d674d951ff92baf485658f5ce7,17616,2010-04-07,2016-04-07,t,27.32,27.32,2,103.34,6,13.2,0
1da8be069526d166b7cfd15284c68873,222684,2010-05-01,2016-05-01,f,22.95,22.95,1,258.44,6,13.856,0
c6e395b4ce0f5400b8de1bf1a4d4b571,0,2010-06-10,2016-06-10,f,16.92,16.92,1,114.66,6,10.392,0
7d887f3330110231b51aad27f2ded024,793,2011-01-26,2017-01-26,f,25.92,25.92,1,0.03,5,10.35,0
61b8d915f76bf6ab25dcf097e5384366,1978,2012-08-09,2016-08-09,f,11.7,11.7,1,141.83,3,11.0,0
71437410625520c4e4cc494f113275ee,1232,2009-07-29,2016-07-29,f,19.04,19.04,1,87.0,7,13.5,0
748d53b07e0be39a7080ebdc1bfb498e,0,2010-02-02,2016-02-02,t,26.04,26.04,3,66.14,6,10.392,0
22c33086af3c686662c232fe9064cc75,113655,2010-07-16,2016-07-16,f,16.66,16.66,4,150.39,6,13.2,0
a53fec91b28d8d3cafcec7a054aca44b,0,2009-10-06,2016-10-06,f,9.919999999999993,9.919999999999993,1,75.75,6,13.2,1
d2aa0bfc7a18d37638e212071ac61fc9,8312,2011-11-22,2016-11-22,f,6.18,6.18,1,448.37,4,13.2,0
b74cbeff25c78e69e3df44cf2a1e7761,41722,2010-02-01,2016-02-01,f,29.76,29.76,1,316.06,6,13.2,0
5b1fbf1d729d0df8c8de04e166f3f77b,0,2010-06-29,2016-06-29,f,21.52,21.52,1,13.59,6,13.2,0
75bc0c467e34717282cb63779718310e,15417,2012-04-12,2016-04-12,f,24.18,24.18,1,486.74,4,20.0,0
b0880107ce92c263c48670ba7efd6013,758,2010-02-25,2016-02-25,f,37.92,37.92,1,115.27,6,15.2,0
498216090f098387ebb99e559509509b,19767,2010-12-01,2016-11-08,f,3.9,3.9,1,573.85,5,20.785,0
5c8296dbc2d2599de2594a09f483955d,3495,2012-08-31,2016-08-31,f,11.04,11.04,1,256.06,3,10.39,0
fe3179a939c0ac1dd48631bb13c73cd9,1004,2012-01-18,2017-01-17,f,36.24,36.24,1,122.45,4,14.49,0
01fbea88102b46f036ff17ebe4d23459,0,2010-05-07,2016-04-16,t,30.18,30.18,2,204.98,6,25.0,0
21e8ec987c393d5d575da0644fa2ee75,0,2009-10-26,2016-10-25,f,27.44,27.44,1,6.89,6,13.2,0
4f49021572f06e6410d351e4b2d9fc82,19042,2013-01-30,2016-01-30,f,248.64,248.64,1,348.93,3,166.0,0
0e9534a8931bd6e63f12a888d1c43476,0,2011-03-16,2016-03-16,f,23.76,23.76,1,0.15,5,10.392,0
8dc018e7a387c73803e0c7da8fd99b00,737,2012-11-23,2016-11-23,f,8.25,8.25,1,215.75,3,43.648,0
82af2c5e1d3891740a1a50a35adcae19,1758,2012-11-14,2016-11-14,f,4.02,4.02,1,319.83,3,21.04,0
2bb48f30e85010bb4c47fde40cfe4641,0,2012-06-18,2016-06-18,f,24.4,24.4,1,55.5,4,15.0,1
9741e25c0b0b84e64ef85f3d9c81fe6c,41439,2012-03-05,2016-03-05,f,27.14,27.14,1,266.7,4,13.2,0
2dc2ed2f6f850a665167d36502131713,1669,2012-10-12,2016-11-12,f,5.52,5.52,1,20.87,3,10.392,0
572f05986cd9ca8a68e7e68fca7c8e1d,0,2012-03-08,2016-03-08,f,37.49,37.49,2,216.27,4,27.713,0
c0c0561e1ab1679ffec6004b6c450917,1831,2012-04-03,2016-04-03,f,47.16,47.16,1,94.62,4,23.1,0
693481c3844337eed094d7e3ade9eb99,0,2012-07-25,2016-07-25,t,20.4,20.4,2,264.86,4,26.4,0
057c82be7460230517ec0a02ca73a70c,0,2010-01-14,2016-02-16,t,26.04,26.04,3,124.71,6,10.392,0
fe683d8062ef99d594238099a21fb793,829,2012-03-05,2016-03-05,f,28.58,28.58,1,72.98,4,12.5,1
972bfa90c83db83f39b9ed2a7c53a29d,0,2013-03-26,2016-03-26,f,30.22,30.22,1,38.85,3,13.2,0
4a1673610a8325ef50244001b6414299,1333,2012-03-12,2016-11-19,f,6.66,6.66,1,52.94,4,12.5,0
8286c591e71aa49555ee4ed9f1f432f6,0,2012-07-16,2016-07-16,f,20.43,20.43,1,38.11,4,15.1,0
32c42511e417cad36f68f6872a21552f,324,2011-04-29,2016-04-29,f,83.72,83.72,1,52.44,5,41.05,0
8d0f37cb25ebffbc65a87a250b15d403,3776,2012-08-18,2016-08-18,t,23.4,23.4,2,370.77,3,10.392,1
fdc465370a656ef1f30e92b21aa4457a,0,2013-01-02,2017-01-02,f,31.08,31.08,1,270.48,3,13.8,0
d993d216a46faf79fcb5b2e8e2cdda7a,397,2010-11-03,2016-11-03,f,17.1,17.1,1,68.56,5,10.35,0
a8ad17e833878b0d4384e5e0489d7add,0,2012-11-02,2016-11-02,f,21.09,21.09,1,78.3,3,10.392,0
05746b230847fca47f80d52c8ac83c4f,2604,2010-09-14,2016-09-14,f,11.11,11.11,1,529.11,5,23.1,0
b080187d8a482de6aef68c6ce2665498,3811,2010-03-03,2016-03-03,t,31.21,31.21,2,297.97,6,23.1,0
42a405678c4e29d1f066a9e5cbecba79,5420,2011-09-02,2016-09-02,f,8.839999999999991,8.839999999999991,1,544.24,4,18.41,0
9883653587b6dc04845754e60d89249c,455,2012-05-28,2016-05-28,f,19.2,19.2,1,87.47,4,10.392,0
d88625ec4bf860f45b6c67315ef8014d,16526,2012-06-15,2016-06-15,f,19.0,19.0,1,334.5,4,20.785,0
7438550478546055e8024152a30a4388,71,2010-01-18,2017-01-18,t,29.76,29.76,2,183.22,6,13.2,0
00420fc2b6ede48ec7e941c769a6a840,4311,2012-07-13,2016-07-13,f,8.28,8.28,1,465.3,4,17.32,0
eb55bc7b061e67e3615a78c1df6f2f97,1459,2012-03-07,2016-03-07,f,54.07,54.07,1,237.79,4,40.0,0
0d70ae3a5e62d6bb95b9ab06255036e3,0,2009-12-16,2016-12-16,f,16.12,16.12,1,65.07,6,10.35,1
e2ea6671299588892aa65d2900ff7540,340,2011-02-24,2016-02-24,t,43.32,43.32,2,19.76,5,17.32,0
7012f8d14ab72658f52684575169ba59,0,2011-12-09,2016-12-09,t,20.52,20.52,5,60.62,4,13.2,0
0b094473e4c7ae4fe6412795d6453559,1821,2010-06-02,2016-04-11,f,20.8,20.8,1,195.52,6,17.2,0
d20a7d6eaa8a7ed6df7d944860eb74b7,2197,2009-12-19,2016-12-19,f,20.22,20.22,1,49.96,6,13.0,0
22d2a2d9168ce246fc18b229276fdcc6,2826,2010-07-17,2016-07-17,f,13.3,13.3,1,370.58,6,17.25,0
a83fbaca10dcb8f200840fab73ed5abf,0,2011-06-29,2016-09-28,f,13.4,13.4,1,79.1,5,13.85,0
0baa454df3a005fa7621b994b0092213,0,2011-04-11,2016-04-11,f,31.2,31.2,1,1049.5,5,13.856,0
2b64e5ab22b66acc1d3fbdf7dcd9b62a,747,2012-10-04,2016-10-04,f,9.919999999999993,9.919999999999993,1,44.74,3,13.2,0
26aeb6520ab15fdbfd2aef614c3973a8,10911,2012-12-13,2016-12-13,f,0.8999999999999989,0.8999999999999989,1,539.15,3,20.0,0
9dec070a28044ffadbfa902cdaf9e4b1,558120,2011-11-07,2016-08-01,t,40.62,40.62,2,452.72,4,65.0,0
60951c2d180d7ce3f20531fc7d9b6fb1,582,2009-10-06,2016-10-06,f,21.96,21.96,1,77.69,6,16.5,0
bb2eee48a4a8fff7e749051d8249fa91,0,2007-08-14,2016-08-14,t,14.7,14.7,3,479.4,8,13.856,0
d1622a879792dd77f81c98d93faaa0c0,577,2009-12-10,2016-12-10,f,24.62,24.62,1,22.15,6,12.5,0
0fded2bbbbb6edf817da2d90ec697a25,3499,2010-08-07,2016-08-07,f,25.02,25.02,1,434.07,5,40.0,0
950c25b09bf0cca5059e91f1dc598f17,4127,2010-12-14,2017-01-15,f,23.4,23.4,1,202.88,5,10.392,0
09d943f7a8c09abb51117801abd866a2,7762,2005-05-24,2016-05-24,f,16.59,16.59,1,720.9,11,24.15,0
9af0873bd6b5eb10ad0a2ff87ceabb80,0,2011-03-04,2016-03-04,f,28.45,28.45,1,164.29,5,13.85,0
316827a45c61c630a3ce0dde268dd285,0,2010-10-29,2016-10-29,f,18.12,18.12,1,53.96,5,10.392,0
23268094c87127f302ac96d5e1348144,1613,2012-05-28,2016-05-28,t,19.2,19.2,2,118.77,4,10.392,0
d38f0fe5e1e52a3f8ae021122e1350dd,46289,2011-11-26,2016-11-26,f,6.18,6.18,1,843.99,4,13.2,0
d37b4408c6b3cf2988f0fbcfe3b40b98,0,2010-01-15,2017-01-15,f,23.4,23.4,1,139.63,6,10.392,0
ed557c49bafab49f63a3bdd51484ab73,0,2011-09-14,2016-09-14,f,8.98,8.98,1,240.21,4,10.392,0
d03b894570bbe809ab2ce610d52e4256,0,2010-01-07,2016-03-09,f,29.91,29.91,1,139.86,6,16.5,0
1b666e7f94db591d2a7eae83b230e034,0,2009-12-28,2016-12-28,f,11.84,11.84,1,137.71,6,10.392,0
3933f49a5b9577745ee42f6adec28fea,7385,2007-02-28,2017-01-03,f,23.4,23.4,1,254.0,9,10.39,0
bf4632a748bec93d5da7ac54f60e586a,1119,2010-03-02,2016-03-02,t,23.76,23.76,5,111.26,6,10.392,0
726e52ea83ca2527b6ad999595806b3d,3086,2011-09-08,2016-09-08,f,71.88,71.88,1,585.63,4,48.0,0
47682679881ca2f0f97f9938d5dffa5c,0,2009-08-01,2016-06-18,f,22.52,22.52,1,97.16,6,13.856,0
b1e773762052b38569b1e68aaa10576e,0,2012-06-04,2016-09-18,f,12.57,12.57,1,9.27,4,13.0,1
353c7a38a3fafd078eb86809031a7337,3591,2013-06-04,2016-06-04,f,64.6,64.6,1,285.52,3,45.67,0
df0edd6b1b907bbcdd5b285432aeb747,0,2011-08-05,2016-08-05,f,19.5,19.5,1,83.96,4,17.320999999999998,0
